eccentricity,extent,moments_hu-0,moments_hu-1,moments_hu-2,euler_number,mean_intensity,std_intensity,25th Percentile,75th Percentile,iqr
0.742723673,0.8649513329999999,0.233641233,0.007918703000000001,5.42e-06,-10,0.07812863099999999,0.19696933100000003,0.07812863099999999,0.19696933100000003,0.11884070099999999
0.7482029090000001,0.893641667,0.22237755399999998,0.007471683000000001,5.34e-06,0,0.060627607,0.174304898,0.060627607,0.174304898,0.113677291
0.745970076,0.884063333,0.22638889899999998,0.007616318,4.56e-06,-12,0.064365974,0.17839764600000002,0.064365974,0.17839764600000002,0.11403167199999999
0.741321091,0.7997791670000001,0.262354595,0.009881012,1.67e-05,0,0.099882783,0.199127263,0.099882783,0.199127263,0.09924447900000001
0.7481557040000001,0.746965542,0.298378972,0.013446856,4.8e-05,-9,0.14856811,0.255367053,0.14856811,0.255367053,0.10679894300000001
0.74318357,0.7282,0.303982635,0.013450483000000001,4.8700000000000005e-05,0,0.141344406,0.230813259,0.141344406,0.230813259,0.089468853
0.762411921,0.749772542,0.298588693,0.014966047,7.3e-05,-9,0.143654206,0.25046910699999997,0.143654206,0.25046910699999997,0.10681490099999999
0.738668738,0.747207875,0.291690324,0.01197551,3.48e-05,-17,0.136974289,0.23694379399999999,0.136974289,0.23694379399999999,0.099969505
0.741853613,0.8371429579999999,0.24579737699999998,0.008707613000000001,9.5e-06,-24,0.09265476,0.21140242899999998,0.09265476,0.21140242899999998,0.118747669
0.746049393,0.843181167,0.24432023,0.008875842,1.3000000000000001e-05,-16,0.09676663199999999,0.22332238699999998,0.09676663199999999,0.22332238699999998,0.126555754
0.752967409,0.836453875,0.247335567,0.009575494,2.8899999999999998e-05,-8,0.100239058,0.22558068899999997,0.100239058,0.22558068899999997,0.125341631
0.735997357,0.777981833,0.277764135,0.010645325,1.09e-05,-10,0.144870995,0.267881778,0.144870995,0.267881778,0.123010784
0.745185688,0.849236917,0.24153602899999999,0.008619212,1.3300000000000001e-05,-4,0.08346562,0.197068965,0.08346562,0.197068965,0.113603345
0.77116759,0.5950492079999999,0.413259528,0.030584571,0.00021857799999999998,-12,0.24241727899999999,0.296058347,0.24241727899999999,0.296058347,0.053641068
0.740579669,0.7651765,0.284847823,0.011583876000000002,1.93e-05,-5,0.144716079,0.257228264,0.144716079,0.257228264,0.112512185
0.7531813079999999,0.755490667,0.293672248,0.013520805,6.6e-05,-11,0.14611162,0.256863546,0.14611162,0.256863546,0.110751926
0.7508135570000001,0.731256625,0.30732190600000003,0.014549157,4.8899999999999996e-05,-2,0.158430294,0.259641656,0.158430294,0.259641656,0.101211362
0.74949684,0.780376625,0.27871451199999997,0.011850234,2.07e-05,-4,0.12307025699999999,0.232745835,0.12307025699999999,0.232745835,0.10967557800000001
0.7369242029999999,0.631521958,0.378685704,0.019923431999999998,7.509999999999998e-05,-12,0.21923159,0.287683619,0.21923159,0.287683619,0.068452029
0.745148495,0.595917583,0.422526781,0.026368909,0.000149878,-4,0.206023967,0.252745115,0.206023967,0.252745115,0.046721148
0.743132128,0.544714292,0.48214940799999995,0.033824976,7.48e-05,-15,0.21156909,0.235785655,0.21156909,0.235785655,0.024216565
0.7087256559999999,0.609566292,0.392342969,0.017313708,1.27e-06,-4,0.20839445899999998,0.261488002,0.20839445899999998,0.261488002,0.053093543
0.707170409,0.589253292,0.41651760299999996,0.019285576999999998,2.64e-05,-1,0.22879623100000002,0.27570472,0.22879623100000002,0.27570472,0.04690849
0.746751205,0.680686,0.34176797299999995,0.017458926,0.000135414,-10,0.17708274699999998,0.26091642600000003,0.17708274699999998,0.26091642600000003,0.08383367900000001
0.7720466109999999,0.636506,0.385449274,0.026779901000000002,5.489999999999999e-05,-8,0.175424722,0.23415881600000002,0.175424722,0.23415881600000002,0.058734095
0.74517612,0.7999875,0.270785189,0.010832349,6.09e-06,0,0.10617989900000001,0.215113668,0.10617989900000001,0.215113668,0.108933769
0.7349084690000001,0.6361545,0.37743120799999996,0.019496503000000002,3.4399999999999996e-05,-7,0.199341238,0.265964214,0.199341238,0.265964214,0.066622976
0.723335946,0.530201667,0.483547884,0.02934976,0.000139722,-9,0.237660819,0.258564692,0.237660819,0.258564692,0.020903872
0.759059444,0.578602125,0.43958250200000004,0.031642328,0.000294686,-15,0.159650307,0.194846159,0.159650307,0.194846159,0.035195852
0.759143253,0.636099,0.38187027100000004,0.023893993999999998,0.00021820299999999998,-30,0.144850804,0.19767126,0.144850804,0.19767126,0.052820455999999995
0.75150833,0.753594917,0.294149334,0.013397531,4.5600000000000004e-05,-12,0.098418108,0.17617855100000002,0.098418108,0.17617855100000002,0.077760443
0.779356321,0.652889417,0.37017300200000003,0.026067455,1.4300000000000002e-05,-4,0.167381811,0.230979427,0.167381811,0.230979427,0.063597616
0.7604227379999999,0.559377042,0.45731133700000004,0.034593412000000004,0.000589876,-11,0.224806637,0.258028716,0.224806637,0.258028716,0.033222079
0.7561323609999999,0.801871208,0.26655946199999997,0.011385776,2.2899999999999998e-05,-17,0.100428249,0.20549256899999999,0.100428249,0.20549256899999999,0.10506432
0.75701323,0.60307375,0.416677533,0.028003228999999998,0.00020658599999999998,-105,0.181988614,0.23420832100000002,0.181988614,0.23420832100000002,0.052219707000000004
0.753457149,0.822904375,0.25676452,0.010357021,2.45e-05,-3,0.106470469,0.23054307,0.106470469,0.23054307,0.12407260099999999
0.749040842,0.8486494170000001,0.24319478600000002,0.008991796,1.2e-05,-6,0.068874794,0.165132195,0.068874794,0.165132195,0.09625740099999999
0.7437688840000001,0.767829167,0.286798981,0.012025012,2.0300000000000002e-05,0,0.105496287,0.195531517,0.105496287,0.195531517,0.09003523
0.7455942609999999,0.5476005,0.479698633,0.034100373999999996,0.000128759,-4,0.210408397,0.23785756800000002,0.210408397,0.23785756800000002,0.027449171
0.7448435990000001,0.828155208,0.25311145,0.009441114,8.28e-06,-4,0.072671431,0.163419222,0.072671431,0.163419222,0.090747792
0.766964242,0.688301542,0.334706143,0.019449233,0.000210233,-11,0.15975475,0.24076717399999997,0.15975475,0.24076717399999997,0.081012424
0.7529536240000001,0.7631958329999999,0.291518744,0.013300765,3.6200000000000006e-05,0,0.13860587300000002,0.251549505,0.13860587300000002,0.251549505,0.11294363199999999
0.7517465740000001,0.843340625,0.247252275,0.009482809,9.17e-06,-2,0.085153826,0.20025073899999998,0.085153826,0.20025073899999998,0.11509691300000001
0.7535134059999999,0.7418207920000001,0.305296563,0.014648386000000001,3.8900000000000004e-05,-9,0.11720963300000001,0.20422188800000002,0.11720963300000001,0.20422188800000002,0.087012255
0.750191479,0.674010375,0.35426029600000003,0.019243823,1.7e-05,-10,0.156373941,0.23216558199999998,0.156373941,0.23216558199999998,0.07579164
0.74696463,0.715792042,0.31945129899999997,0.015277509,5.19e-05,-7,0.120783131,0.196246008,0.120783131,0.196246008,0.075462877
0.746664326,0.8361490420000001,0.249473852,0.00929661,1.01e-05,-14,0.064989209,0.152147884,0.064989209,0.152147884,0.087158675
0.7697105059999999,0.661382083,0.36181763100000003,0.023193382000000002,0.000288727,-7,0.139850955,0.203994464,0.139850955,0.203994464,0.064143509
0.7513095999999999,0.792447125,0.274314585,0.011634471,5.45e-06,-11,0.07888596,0.160159506,0.07888596,0.160159506,0.081273546
0.750360936,0.8269014170000001,0.254685047,0.009958624000000001,1.22e-05,-8,0.069239161,0.15438074300000001,0.069239161,0.15438074300000001,0.085141581
0.7556934959999999,0.785495417,0.27773492899999996,0.012320361,3.2e-05,-21,0.090705596,0.17739797899999998,0.090705596,0.17739797899999998,0.08669238300000001
0.74665293,0.634558333,0.38082763700000005,0.021661807999999998,8.640000000000001e-05,0,0.179443203,0.240118064,0.179443203,0.240118064,0.060674861
0.744015166,0.7861583329999999,0.27661727399999997,0.011206862,1.57e-05,0,0.076860636,0.153793352,0.076860636,0.153793352,0.076932716
0.7616011859999999,0.689954458,0.33909461799999996,0.01918659,9.96e-05,-23,0.115327725,0.181903552,0.115327725,0.181903552,0.066575827
0.756134685,0.699026625,0.335551955,0.018042696,5.91e-05,-16,0.114854354,0.180646415,0.114854354,0.180646415,0.065792061
0.7445248940000001,0.695556125,0.334317782,0.01643198,4.93e-05,-2,0.13431864300000002,0.20908949899999998,0.13431864300000002,0.20908949899999998,0.074770856
0.764586801,0.6793,0.34718853,0.020562468,0.000259839,-19,0.12560561,0.18996139899999998,0.12560561,0.18996139899999998,0.06435578900000001
0.7482029509999999,0.7274587920000001,0.311191149,0.014631577,4.3700000000000005e-05,-1,0.136318044,0.225401865,0.136318044,0.225401865,0.089083821
0.753558902,0.68427225,0.344073132,0.018612039,8.71e-05,-2,0.143475873,0.215028749,0.143475873,0.215028749,0.071552877
0.753173788,0.76135425,0.289356735,0.013125617,2.5e-05,-8,0.127794853,0.229142845,0.127794853,0.229142845,0.101347992
0.770156252,0.6710842920000001,0.356398559,0.022578022000000003,0.000252761,-334,0.147737099,0.216040097,0.147737099,0.216040097,0.068302998
0.745769105,0.759829167,0.29249893899999996,0.012695066000000001,2.45e-05,0,0.11156795,0.20134229899999997,0.11156795,0.20134229899999997,0.089774349
0.747315428,0.888887292,0.22376970000000002,0.007515835,6.29e-06,-6,0.044401439,0.130416225,0.044401439,0.130416225,0.086014786
0.7503258079999999,0.72080775,0.31778635899999996,0.015500644,6.49e-05,-10,0.133826091,0.221558242,0.133826091,0.221558242,0.087732151
0.755618262,0.760473417,0.28879862100000003,0.013314063000000001,0.00010127799999999999,-1,0.148699086,0.265191141,0.148699086,0.265191141,0.116492055
0.762758688,0.6277166670000001,0.389412404,0.025520769,0.00024262,0,0.180656194,0.235353938,0.180656194,0.235353938,0.054697744000000006
0.748798947,0.7379623329999999,0.3030138,0.01393423,5.3400000000000004e-05,-5,0.14556254,0.245418866,0.14556254,0.245418866,0.099856326
0.760553238,0.6406572079999999,0.370426332,0.022719173999999998,0.000287131,-49,0.18821390600000001,0.252704347,0.18821390600000001,0.252704347,0.064490441
0.763137101,0.725883625,0.30771819,0.015980702,0.00014785200000000002,-8,0.11880810000000001,0.19983361300000002,0.11880810000000001,0.19983361300000002,0.081025513
0.74761223,0.678404625,0.35016589299999995,0.018445037,5.8899999999999995e-05,-7,0.133486149,0.197779392,0.133486149,0.197779392,0.064293243
0.751713315,0.6632772920000001,0.358004572,0.019875884,8.41e-05,-5,0.160134947,0.227121447,0.160134947,0.227121447,0.0669865
0.755265194,0.738295458,0.303504607,0.014666108,8.31e-05,-1,0.129235292,0.21826117399999997,0.129235292,0.21826117399999997,0.08902588199999999
0.7557058209999999,0.746286542,0.293746208,0.013783092,0.000210217,-3,0.1292085,0.22334347,0.1292085,0.22334347,0.09413497
0.7517471040000001,0.8111875,0.26195356,0.010644046,1.06e-05,0,0.08919378,0.18581520899999998,0.08919378,0.18581520899999998,0.09662142900000001
0.75234703,0.824857958,0.255743452,0.010190591,1.3500000000000001e-05,-1,0.094476714,0.20588776600000003,0.094476714,0.20588776600000003,0.111411051
0.744859688,0.822985917,0.255431352,0.009616122,1.26e-05,-4,0.09304456,0.20144224100000002,0.09304456,0.20144224100000002,0.108397681
0.74682231,0.797756458,0.268084898,0.01074803,3.570000000000001e-05,-4,0.10099744,0.201627847,0.10099744,0.201627847,0.10063040699999999
0.7546577179999999,0.784825,0.277740991,0.012226701999999999,2.33e-05,-2,0.11148068400000001,0.21255229999999997,0.11148068400000001,0.21255229999999997,0.101071616
0.754218012,0.75536525,0.292817936,0.013545951,3.12e-05,0,0.11826219800000001,0.210000866,0.11826219800000001,0.210000866,0.09173866800000001
0.75622487,0.740591667,0.301768129,0.014602216000000001,5.45e-05,0,0.112429469,0.19187403600000003,0.112429469,0.19187403600000003,0.07944456700000001
0.7502481740000001,0.71581725,0.320129125,0.015720974,2.63e-06,-5,0.13644584099999998,0.218330136,0.13644584099999998,0.218330136,0.081884295
0.763020978,0.715653958,0.32264908600000003,0.017554056000000002,5.660000000000001e-05,-5,0.123479983,0.19852501,0.123479983,0.19852501,0.075045028
0.757191455,0.700732958,0.33360598399999997,0.01797417,4.66e-05,-10,0.143658319,0.22154084699999999,0.143658319,0.22154084699999999,0.07788252799999999
0.762829515,0.720158,0.312533068,0.016447262,0.000154144,-6,0.143540922,0.231728276,0.143540922,0.231728276,0.08818735300000001
0.751208628,0.779079167,0.28045242800000003,0.012151839,2.8899999999999998e-05,0,0.097620731,0.184827861,0.097620731,0.184827861,0.08720712900000001
0.756291307,0.789394833,0.27385355,0.012031576,4.33e-05,-5,0.11102783699999999,0.215852253,0.11102783699999999,0.215852253,0.10482441599999999
0.746197553,0.795393042,0.270389893,0.010883025,1.8100000000000003e-05,-2,0.089781128,0.181036645,0.089781128,0.181036645,0.091255517
0.765199602,0.712108292,0.323614825,0.017946036000000002,1.5399999999999998e-05,-4,0.135136351,0.21439681100000002,0.135136351,0.21439681100000002,0.07926046
0.755095753,0.774254125,0.283590573,0.012788589,3.24e-05,-11,0.103271015,0.19277502300000002,0.103271015,0.19277502300000002,0.089504007
0.7601365090000001,0.709790667,0.325083888,0.017443776,6.45e-05,-8,0.134977075,0.213359178,0.134977075,0.213359178,0.078382103
0.7338759429999999,0.7203375,0.313022817,0.013307267,4.24e-05,0,0.144379371,0.23139886199999998,0.144379371,0.23139886199999998,0.08701949199999999
0.740968805,0.7073025,0.327174263,0.015326534,1.86e-05,-7,0.127130571,0.20106638699999999,0.127130571,0.20106638699999999,0.073935816
0.7598891959999999,0.7660975,0.284630717,0.013348064,5.8299999999999994e-05,-6,0.116931878,0.21271220899999999,0.116931878,0.21271220899999999,0.095780331
0.760703833,0.7271375,0.31357389199999997,0.016298685,5.36e-05,0,0.126403373,0.207294438,0.126403373,0.207294438,0.080891065
0.764020129,0.680913042,0.348449219,0.020625481,3.4399999999999996e-05,-6,0.161212619,0.236659457,0.161212619,0.236659457,0.075446838
0.75758543,0.750342333,0.299587566,0.014537703,5.19e-05,-10,0.125392089,0.22113177,0.125392089,0.22113177,0.095739681
0.750932368,0.73355,0.31105346300000003,0.014917762,3.04e-05,0,0.109542363,0.18927264300000002,0.109542363,0.18927264300000002,0.079730281
0.744552452,0.8287369170000001,0.254134496,0.009497015,5.37e-06,-3,0.06861482,0.155430168,0.06861482,0.155430168,0.086815348
0.739614427,0.7263875,0.313283115,0.013911753999999998,2.6700000000000002e-05,0,0.099362718,0.166331443,0.099362718,0.166331443,0.066968725
0.7277379559999999,0.759226125,0.287648382,0.010733824,3.04e-05,-4,0.116115972,0.20730967399999997,0.116115972,0.20730967399999997,0.09119370199999999
0.716962498,0.708511875,0.31486252800000003,0.011863441,1.88e-05,-8,0.142580471,0.22371221,0.142580471,0.22371221,0.08113173900000001
0.7550871159999999,0.718731375,0.317913144,0.016070457,8.97e-05,-3,0.147200263,0.236072145,0.147200263,0.236072145,0.088871882
0.730705755,0.69781975,0.326330771,0.014124636999999999,3.27e-05,-7,0.151736734,0.23111476399999997,0.151736734,0.23111476399999997,0.079378029
0.739933205,0.713419292,0.32091889,0.014632853999999999,3.7e-05,-5,0.140732091,0.22366628300000002,0.140732091,0.22366628300000002,0.082934192
0.760366792,0.757262833,0.284882951,0.013419076,0.000114118,-8,0.111125725,0.198389504,0.111125725,0.198389504,0.087263779
0.754201004,0.715379167,0.31743658,0.015917444,4.01e-05,0,0.144879048,0.230415032,0.144879048,0.230415032,0.08553598400000001
0.740506718,0.7329409170000001,0.304687963,0.013246553000000001,5.68e-05,-4,0.12872756900000001,0.216100075,0.12872756900000001,0.216100075,0.08737250699999999
0.750240879,0.842423583,0.245979725,0.009281201,1.22e-05,-6,0.079758965,0.185393538,0.079758965,0.185393538,0.10563457300000001
0.7401894929999999,0.756487833,0.29078371199999997,0.01203669,2.5300000000000002e-05,-2,0.131355225,0.23174150100000002,0.131355225,0.23174150100000002,0.100386276
0.7627035759999999,0.6730985420000001,0.351363173,0.020768717,0.000167963,-4,0.147145691,0.213057501,0.147145691,0.213057501,0.06591181
0.758713401,0.7162278329999999,0.315162104,0.016223447,8.740000000000001e-05,-3,0.138350776,0.22112177,0.138350776,0.22112177,0.082770994
0.759628218,0.7133,0.322605001,0.01711426,7.900000000000001e-05,0,0.139948656,0.221394388,0.139948656,0.221394388,0.081445732
0.7458836659999999,0.760992,0.290701086,0.012550162,5.49e-06,0,0.127045051,0.227651957,0.127045051,0.227651957,0.100606906
